transaction_id,unique_product_id,customer_id,transaction_date,online_order,order_status,list_price,standard_cost,profit
6367,P00011222010,1390,2017-08-26,0,Approved,478.16,298.72,179.44
6368,P03611121999,2966,2017-11-28,1,Approved,945.04,507.58,437.46
6369,P04112221997,631,2017-12-14,1,Approved,416.98,312.74,104.24000000000001
6370,P04112221997,609,2017-03-14,1,Approved,416.98,312.74,104.24000000000001
6371,P02552222016,609,2017-11-24,0,Approved,1538.99,829.65,709.34
6372,P00011222012,1714,2017-01-11,0,Approved,71.49,53.62,17.869999999999997
6373,P03011321992,2851,2017-12-21,0,Approved,748.17,448.9,299.27
6374,P05232222001,3283,2017-09-05,0,Approved,1280.28,829.51,450.77
6375,P04511221993,867,2017-01-03,1,Approved,441.49,84.99,356.5
6376,P05061212003,2418,2017-06-06,0,Approved,175.89,131.92,43.97
6377,P03611122011,3064,2017-02-25,1,Approved,945.04,507.58,437.46
6378,P09451232014,65,2017-02-20,0,Approved,1635.3,993.66,641.64
6379,P06942232013,3093,2017-01-20,0,Approved,1240.31,795.1,445.2099999999999
6380,P09662112004,1335,2017-11-08,0,Approved,1172.78,1043.77,129.01
6381,P02343112016,2755,2017-08-06,1,Approved,688.63,612.88,75.75
6382,P05051221994,1432,2017-07-21,1,Approved,642.7,211.37,431.33000000000004
6383,P00722122007,3117,2017-06-08,1,Approved,980.37,234.43,745.94
6384,P09361222000,2386,2017-02-22,0,Approved,1065.03,230.09,834.9399999999999
6385,P07021322015,233,2017-09-01,1,Approved,495.72,297.43,198.29000000000002
6386,P02111231996,1137,2017-12-25,0,Approved,1071.23,380.74,690.49
6387,P05461222010,1103,2017-11-17,1,Approved,1807.45,778.69,1028.76
6388,P06652112010,2544,2017-02-14,1,Approved,590.26,525.33,64.92999999999995
6389,P07021322015,2036,2017-06-04,1,Approved,495.72,297.43,198.29000000000002
6390,P04922222001,3180,2017-08-07,0,Approved,533.51,400.13,133.38
6391,P07111331995,2104,2017-03-12,0,Approved,1842.92,1105.75,737.1700000000001
6392,P03251222002,1472,2017-07-03,0,Approved,642.7,211.37,431.33000000000004
6393,P07661121991,397,2017-02-03,0,Approved,642.31,513.85,128.45999999999992
6394,P08241321992,769,2017-02-23,0,Approved,1148.64,689.18,459.46000000000015
6395,P07111331995,2768,2017-02-01,1,Approved,1842.92,1105.75,737.1700000000001
6396,P00011222005,2196,2017-03-11,1,Approved,478.16,298.72,179.44
6397,P02721221999,684,2017-03-07,1,Approved,499.53,388.72,110.80999999999995
6398,P07231221993,2575,2017-12-20,0,Approved,912.52,141.4,771.12
6399,P06652111992,1098,2017-06-08,1,Approved,590.26,525.33,64.92999999999995
6400,P02211222013,3101,2017-03-13,0,Approved,575.27,431.45,143.82
6401,P00631322003,723,2017-02-22,0,Approved,227.88,136.73,91.15
6402,P04611122007,2569,2017-05-20,1,Approved,1289.85,74.51,1215.34
6403,P02412232011,711,2017-10-08,0,Approved,1777.8,820.78,957.02
6404,P08751321997,2929,2017-05-27,0,Approved,1179.0,707.4,471.6
6405,P05911232011,1843,2017-09-09,0,Approved,1061.56,733.58,327.9799999999999
6406,P00451322005,1056,2017-01-03,1,Approved,1129.13,677.48,451.6500000000001
6407,P05232222001,594,2017-01-14,1,Approved,1280.28,829.51,450.77
6408,P05232222011,1443,2017-08-05,1,Approved,1280.28,829.51,450.77
6409,P07851231991,3113,2017-06-19,0,Approved,1765.3,709.48,1055.82
6410,P06051312014,3015,2017-11-14,1,Approved,1977.36,1759.85,217.51
6411,P00551322005,2829,2017-08-08,1,Approved,1129.13,677.48,451.6500000000001
6412,P10042221991,2385,2017-07-21,1,Approved,1036.59,206.35,830.2399999999999
6413,P02942221999,1190,2017-04-30,1,Approved,543.39,407.54,135.84999999999997
6414,P02341221998,1879,2017-10-26,0,Approved,1198.46,381.1,817.36
6415,P06652112010,924,2017-06-26,0,Approved,590.26,525.33,64.92999999999995
6416,P03251321997,1742,2017-11-01,0,Approved,1179.0,707.4,471.6
6417,P01711321996,1090,2017-09-02,1,Approved,1024.66,614.8,409.8600000000001
6418,P00011222003,2358,2017-05-14,0,Approved,100.35,75.26,25.08999999999999
6419,P00000000,1707,2017-09-03,0,Approved,398.08,312.73833863333334,85.34166136666664
6420,P09821322004,1444,2017-11-22,0,Approved,358.39,215.03,143.35999999999999
6421,P09534121991,1316,2017-02-05,0,Approved,1073.07,933.84,139.2299999999999
6422,P02942222016,3210,2017-03-06,0,Approved,543.39,407.54,135.84999999999997
6423,P09922112003,1993,2017-10-09,0,Approved,1720.7,1531.42,189.27999999999997
6424,P09111222013,2421,2017-02-06,0,Approved,100.35,75.26,25.08999999999999
6425,P02343111993,1207,2017-12-17,0,Approved,688.63,612.88,75.75
6426,P03951232007,3114,2017-02-09,1,Approved,1812.75,582.48,1230.27
6427,P02021212010,2249,2017-09-09,1,Approved,1775.81,1580.47,195.33999999999992
6428,P01641311992,210,2017-06-28,1,Approved,1661.92,1479.11,182.81000000000017
6429,P00941211991,621,2017-12-28,0,Approved,1216.14,1082.36,133.7800000000002
6430,P00000000,714,2017-10-16,1,Approved,101.55,75.26,26.289999999999992
6431,P00451322005,392,2017-04-13,1,Approved,1129.13,677.48,451.6500000000001
6432,P01421212009,2701,2017-01-24,1,Approved,1386.84,1234.29,152.54999999999995
6433,P09662112002,48,2017-05-01,1,Approved,1172.78,1043.77,129.01
6434,P05831222015,2452,2017-11-15,1,Approved,912.52,141.4,771.12
6435,P03611121995,3332,2017-02-18,0,Approved,945.04,507.58,437.46
6436,P03251222002,700,2017-09-03,0,Approved,642.7,211.37,431.33000000000004
6437,P00551322005,2867,2017-03-16,1,Approved,1129.13,677.48,451.6500000000001
6438,P04611122007,3224,2017-04-01,1,Approved,1289.85,74.51,1215.34
6439,P04341222003,1339,2017-02-05,1,Approved,1555.58,818.01,737.5699999999999
6440,P01711321996,1582,2017-06-30,0,Approved,1024.66,614.8,409.8600000000001
6441,P06742222016,935,2017-09-08,0,Approved,544.05,376.84,167.20999999999998
6442,P10042222011,3058,2017-05-19,0,Approved,1036.59,206.35,830.2399999999999
6443,P00812212011,2294,2017-09-27,0,Approved,1703.52,1516.13,187.38999999999987
6444,P00151222012,2793,2017-10-12,1,Approved,1403.5,954.82,448.67999999999995
6445,P00411222003,1179,2017-12-23,0,Approved,1483.2,99.59,1383.6100000000001
6446,P02531322012,3126,2017-01-28,0,Approved,2005.66,1203.4,802.26
6447,P08561221998,1646,2017-03-29,0,Approved,752.64,205.36,547.28
6448,P05061212015,649,2017-12-19,0,Approved,175.89,131.92,43.97
6449,P06742222010,517,2017-05-14,0,Approved,544.05,376.84,167.20999999999998
6450,P05461222009,153,2017-01-09,1,Approved,1292.84,13.44,1279.3999999999999
6451,P03521121994,1106,2017-08-13,1,Approved,1057.51,154.4,903.11
6452,P03251221992,3141,2017-07-08,1,Approved,642.7,211.37,431.33000000000004
6453,P00151222016,555,2017-07-18,0,Approved,1403.5,954.82,448.67999999999995
6454,P00154232013,1115,2017-08-08,1,Approved,1873.97,863.95,1010.02
6455,P08841221998,2311,2017-07-22,1,Approved,1198.46,381.1,817.36
6456,P07461222014,2138,2017-08-28,1,Approved,1762.96,950.52,812.44
6457,P03951232010,445,2017-02-18,1,Approved,1812.75,582.48,1230.27
6458,P06051312001,2983,2017-08-08,0,Approved,1977.36,1759.85,217.51
6459,P05061212003,1745,2017-01-01,0,Approved,175.89,131.92,43.97
6460,P02661221993,1084,2017-04-12,1,Approved,1992.93,762.63,1230.3000000000002
6461,P05631221997,1551,2017-08-22,1,Approved,183.86,137.9,45.96000000000001
6462,P00041122005,3239,2017-12-28,1,Approved,363.01,290.41,72.59999999999997
6463,P07941222003,525,2017-07-16,0,Approved,1555.58,818.01,737.5699999999999
6464,P00061212015,413,2017-01-06,0,Approved,175.89,131.92,43.97
6465,P07554232006,583,2017-10-02,1,Approved,1873.97,863.95,1010.02
6466,P01011222004,428,2017-08-13,1,Approved,1945.43,333.18,1612.25
6467,P00042222006,1596,2017-07-20,0,Approved,544.05,376.84,167.20999999999998
6468,P02021212016,3324,2017-08-18,1,Approved,1775.81,1580.47,195.33999999999992
6469,P02412232011,2635,2017-05-20,1,Approved,1777.8,820.78,957.02
6470,P03821232006,1572,2017-06-21,0,Approved,2091.47,388.92,1702.5499999999997
6471,P00051232003,406,2017-03-26,0,Approved,569.56,528.43,41.129999999999995
6472,P01641311994,2309,2017-06-12,0,Approved,1661.92,1479.11,182.81000000000017
6473,P08561221999,1956,2017-07-17,0,Approved,752.64,205.36,547.28
6474,P00611321995,2427,2017-02-14,0,Approved,748.17,448.9,299.27
6475,P00611321999,3370,2017-04-05,0,Approved,748.17,448.9,299.27
6476,P03151221994,1530,2017-11-17,1,Approved,230.91,173.18,57.72999999999999
6477,P04511221993,1049,2017-07-09,1,Approved,441.49,84.99,356.5
6478,P05061212003,328,2017-02-03,0,Approved,175.89,131.92,43.97
6479,P02942222002,2365,2017-12-29,1,Approved,543.39,407.54,135.84999999999997
6480,P07241222016,1684,2017-02-28,1,Approved,360.4,270.3,90.09999999999997
6481,P03521121994,2664,2017-01-10,0,Approved,1057.51,154.4,903.11
6482,P02661221993,1799,2017-11-08,0,Approved,1992.93,762.63,1230.3000000000002
6483,P07461221994,632,2017-04-19,0,Approved,1228.07,400.91,827.1599999999999
6484,P05331221997,3262,2017-12-16,0,Approved,795.34,101.58,693.76
6485,P02412231991,2406,2017-09-10,0,Approved,1777.8,820.78,957.02
6486,P01151322007,1812,2017-06-10,1,Approved,1274.93,764.96,509.97
6487,P05351322007,311,2017-06-17,1,Approved,1274.93,764.96,509.97
6488,P01764231999,2433,2017-12-04,0,Approved,1362.99,57.74,1305.25
6489,P00321231991,2590,2017-11-10,1,Approved,2091.47,388.92,1702.5499999999997
6490,P03821232003,3484,2017-06-20,0,Approved,2091.47,388.92,1702.5499999999997
6491,P02021211996,3215,2017-07-29,0,Approved,1775.81,1580.47,195.33999999999992
6492,P04141122005,2398,2017-01-14,1,Approved,958.74,748.9,209.84000000000003
6493,P05461222015,1262,2017-11-17,1,Approved,1807.45,778.69,1028.76
6494,P02552222016,369,2017-09-20,1,Approved,1538.99,829.65,709.34
6495,P06952221992,327,2017-08-06,1,Approved,792.9,594.68,198.22000000000003
6496,P06211322011,1725,2017-04-12,1,Cancelled,1024.66,614.8,409.8600000000001
6497,P08141212015,1063,2017-10-04,1,Approved,586.45,521.94,64.50999999999999
6498,P06451312015,601,2017-09-20,0,Approved,1977.36,1759.85,217.51
6499,P03251222011,605,2017-10-20,1,Approved,642.7,211.37,431.33000000000004
6500,P00000000,1665,2017-07-20,0,Approved,1957.87,333.18,1624.6899999999998
6501,P05911231993,1590,2017-10-05,0,Approved,1061.56,733.58,327.9799999999999
6502,P09011122011,1821,2017-11-16,1,Approved,945.04,507.58,437.46
6503,P00722122004,1923,2017-12-15,1,Approved,980.37,234.43,745.94
6504,P05764231994,1496,2017-09-06,1,Approved,1890.39,260.14,1630.25
6505,P00021322004,2767,2017-05-21,0,Approved,358.39,215.03,143.35999999999999
6506,P00611321991,1358,2017-04-26,0,Approved,748.17,448.9,299.27
6507,P02021212010,674,2017-09-06,1,Approved,1775.81,1580.47,195.33999999999992
6508,P07914232013,979,2017-05-30,0,Approved,2083.94,675.03,1408.91
6509,P02661222004,3058,2017-02-02,1,Approved,1992.93,762.63,1230.3000000000002
6510,P07761222011,2411,2017-05-11,0,Approved,1769.64,108.76,1660.88
6511,P05911232010,1155,2017-09-07,0,Approved,1061.56,733.58,327.9799999999999
6512,P03251222006,1152,2017-06-13,1,Approved,642.7,211.37,431.33000000000004
6513,P06051312005,2088,2017-09-21,1,Approved,1977.36,1759.85,217.51
6514,P05764232015,2843,2017-12-09,0,Approved,1890.39,260.14,1630.25
6515,P10042221991,327,2017-12-14,1,Approved,1036.59,206.35,830.2399999999999
6516,P03251221994,2207,2017-03-14,0,Approved,642.7,211.37,431.33000000000004
6517,P02942222016,1365,2017-05-27,1,Approved,543.39,407.54,135.84999999999997
6518,P04022231991,1103,2017-11-28,1,Approved,1894.19,598.76,1295.43
6519,P03442332008,760,2017-08-25,0,Approved,774.53,464.72,309.80999999999995
6520,P03251321997,1726,2017-08-14,0,Approved,1179.0,707.4,471.6
6521,P08252222016,3050,2017-09-09,1,Approved,1538.99,829.65,709.34
6522,P07941222003,1205,2017-09-18,0,Approved,1555.58,818.01,737.5699999999999
6523,P09551232003,1274,2017-02-03,0,Approved,569.56,528.43,41.129999999999995
6524,P03151222006,1270,2017-06-08,1,Approved,230.91,173.18,57.72999999999999
6525,P07941221997,1853,2017-04-05,0,Approved,1555.58,818.01,737.5699999999999
6526,P05764231998,109,2017-08-16,1,Approved,1890.39,260.14,1630.25
6527,P06742222003,2070,2017-12-26,1,Approved,544.05,376.84,167.20999999999998
6528,P09651232013,263,2017-05-11,1,Approved,1635.3,993.66,641.64
6529,P08241321993,3089,2017-10-20,1,Approved,1148.64,689.18,459.46000000000015
6530,P03551222016,844,2017-11-15,0,Approved,1403.5,954.82,448.67999999999995
6531,P07554232006,1385,2017-05-12,0,Approved,1873.97,863.95,1010.02
6532,P00031222013,3037,2017-01-09,0,Approved,235.63,125.07,110.56
6533,P00211222012,2532,2017-08-12,0,Approved,71.49,53.62,17.869999999999997
6534,P06742222015,1223,2017-10-29,1,Approved,544.05,376.84,167.20999999999998
6535,P01064222003,1296,2017-03-18,1,Approved,1466.68,363.25,1103.43
6536,P09111222013,1651,2017-03-13,1,Approved,100.35,75.26,25.08999999999999
6537,P00151222003,1672,2017-09-26,1,Approved,1403.5,954.82,448.67999999999995
6538,P07021322004,2164,2017-09-15,1,Approved,495.72,297.43,198.29000000000002
6539,P07241222002,389,2017-02-28,1,Approved,360.4,270.3,90.09999999999997
6540,P06742222005,440,2017-05-16,0,Approved,544.05,376.84,167.20999999999998
6541,P00021322004,2697,2017-04-25,1,Approved,358.39,215.03,143.35999999999999
6542,P04311222007,2381,2017-11-29,1,Approved,1151.96,649.49,502.47
6543,P06211221993,1372,2017-01-24,1,Approved,478.16,298.72,179.44
6544,P03151222010,1585,2017-08-01,0,Approved,230.91,173.18,57.72999999999999
6545,P06561222015,2860,2017-03-16,1,Approved,1807.45,778.69,1028.76
6546,P00812212011,3409,2017-01-30,1,Approved,1703.52,1516.13,187.38999999999987
6547,P00941211991,1930,2017-02-19,1,Approved,1216.14,1082.36,133.7800000000002
6548,P04631122011,2413,2017-05-10,0,Approved,1793.43,248.82,1544.6100000000001
6549,P00042222000,3441,2017-04-21,0,Approved,544.05,376.84,167.20999999999998
6550,P02343111993,3077,2017-08-07,0,Approved,688.63,612.88,75.75
6551,P04861222014,2602,2017-02-06,1,Approved,1762.96,950.52,812.44
6552,P05461222015,25,2017-04-15,0,Approved,1292.84,13.44,1279.3999999999999
6553,P02841211991,1178,2017-04-26,1,Approved,1216.14,1082.36,133.7800000000002
6554,P01311222011,2323,2017-04-26,1,Approved,1577.53,826.51,751.02
6555,P08141212004,3289,2017-10-22,1,Approved,586.45,521.94,64.50999999999999
6556,P05331222009,72,2017-12-08,0,Approved,795.34,101.58,693.76
6557,P01932332009,2668,2017-10-29,1,Approved,12.01,7.21,4.8
6558,P02343111993,1504,2017-05-23,1,Approved,688.63,612.88,75.75
6559,P02412232011,2537,2017-01-29,1,Approved,1777.8,820.78,957.02
6560,P00812212011,476,2017-12-21,0,Approved,1703.52,1516.13,187.38999999999987
6561,P08452222006,1074,2017-02-06,0,Approved,792.9,594.68,198.22000000000003
6562,P06361221993,2912,2017-05-01,0,Approved,1992.93,762.63,1230.3000000000002
6563,P03811222007,2321,2017-07-22,1,Approved,1577.53,826.51,751.02
6564,P08314232013,2383,2017-12-02,0,Approved,2083.94,675.03,1408.91
6565,P06051312014,1876,2017-08-08,1,Approved,1977.36,1759.85,217.51
6566,P01261222004,636,2017-06-04,1,Approved,1231.15,161.6,1069.5500000000002
6567,P05331221993,1758,2017-08-01,1,Approved,795.34,101.58,693.76
6568,P04311222012,3164,2017-08-01,0,Approved,1151.96,649.49,502.47
6569,P03251222002,3491,2017-06-24,1,Approved,642.7,211.37,431.33000000000004
6570,P00011221993,2251,2017-06-27,1,Approved,441.49,84.99,356.5
6571,P02552222016,1049,2017-01-05,1,Approved,1538.99,829.65,709.34
6572,P05351322003,3483,2017-03-23,1,Approved,1274.93,764.96,509.97
6573,P08314231997,2014,2017-09-01,0,Approved,2083.94,675.03,1408.91
6574,P06211221998,1350,2017-09-05,1,Approved,478.16,298.72,179.44
6575,P09732222016,2011,2017-01-25,0,Approved,742.54,667.4,75.13999999999999
6576,P04922222012,2334,2017-03-15,1,Approved,533.51,400.13,133.38
6577,P08561221993,1824,2017-03-03,0,Approved,752.64,205.36,547.28
6578,P06311222015,3344,2017-07-29,0,Approved,1483.2,99.59,1383.6100000000001
6579,P00031222012,965,2017-06-05,0,Approved,183.86,137.9,45.96000000000001
6580,P01841322015,2174,2017-05-25,0,Approved,1148.64,689.18,459.46000000000015
6581,P00751211997,2427,2017-12-06,0,Approved,1311.44,1167.18,144.26
6582,P02841211991,2797,2017-01-21,1,Approved,1216.14,1082.36,133.7800000000002
6583,P00812211991,2485,2017-05-01,0,Approved,1703.52,1516.13,187.38999999999987
6584,P04511222006,1487,2017-12-13,0,Approved,441.49,84.99,356.5
6585,P01764231993,1351,2017-02-28,1,Approved,1362.99,57.74,1305.25
6586,P02111231994,1116,2017-10-10,0,Approved,1071.23,380.74,690.49
6587,P01641312010,2009,2017-08-11,0,Approved,1661.92,1479.11,182.81000000000017
6588,P00061221993,451,2017-04-06,0,Approved,60.34,45.26,15.080000000000005
6589,P03611121995,3085,2017-06-21,1,Approved,945.04,507.58,437.46
6590,P04232212006,707,2017-04-06,1,Approved,1810.0,1610.9,199.0999999999999
6591,P00451322004,2625,2017-05-14,0,Approved,1129.13,677.48,451.6500000000001
6592,P00011222005,2299,2017-11-01,0,Approved,71.49,53.62,17.869999999999997
6593,P02721221999,39,2017-09-16,1,Approved,499.53,388.72,110.80999999999995
6594,P06561222015,1445,2017-06-12,0,Approved,1807.45,778.69,1028.76
6595,P09732221991,2603,2017-11-17,1,Approved,742.54,667.4,75.13999999999999
6596,P00000000,811,2017-01-27,1,Approved,1095.66,380.74,714.9200000000001
6597,P01932332009,2254,2017-09-22,1,Approved,12.01,7.21,4.8
6598,P00151222016,489,2017-03-25,0,Approved,1403.5,954.82,448.67999999999995
6599,P00321232011,68,2017-02-11,1,Approved,2091.47,388.92,1702.5499999999997
6600,P05331222003,1443,2017-07-08,0,Approved,795.34,101.58,693.76
6601,P01421212003,1130,2017-08-16,1,Approved,1386.84,1234.29,152.54999999999995
6602,P00211222004,2985,2017-11-22,1,Approved,71.49,53.62,17.869999999999997
6603,P07941222009,500,2017-02-25,1,Approved,1555.58,818.01,737.5699999999999
6604,P03442332003,749,2017-08-31,1,Approved,774.53,464.72,309.80999999999995
6605,P04022231998,2480,2017-06-12,0,Approved,1894.19,598.76,1295.43
6606,P03811222011,1291,2017-12-14,0,Approved,1577.53,826.51,751.02
6607,P00812212011,3262,2017-03-15,1,Approved,1703.52,1516.13,187.38999999999987
6608,P02812212014,2371,2017-01-14,1,Approved,1703.52,1516.13,187.38999999999987
6609,P08422222004,3248,2017-03-16,1,Approved,290.62,215.14,75.48000000000002
6610,P00321231999,3273,2017-09-06,1,Approved,2091.47,388.92,1702.5499999999997
6611,P02164222014,1727,2017-10-20,0,Approved,1466.68,363.25,1103.43
6612,P00154232013,179,2017-08-09,1,Approved,1873.97,863.95,1010.02
6613,P03951232011,2508,2017-06-09,1,Approved,1812.75,582.48,1230.27
6614,P09261212003,1935,2017-11-03,1,Approved,1415.01,1259.36,155.6500000000001
6615,P04031322011,2542,2017-06-09,1,Approved,1458.17,874.9,583.2700000000001
6616,P08731222006,3081,2017-05-17,0,Approved,1636.9,44.71,1592.19
6617,P09041122004,3214,2017-02-22,0,Approved,363.01,290.41,72.59999999999997
6618,P00042222005,2048,2017-06-11,0,Cancelled,544.05,376.84,167.20999999999998
6619,P00812212011,2671,2017-06-10,1,Approved,1703.52,1516.13,187.38999999999987
6620,P05331221997,2449,2017-05-22,1,Approved,795.34,101.58,693.76
6621,P03731121999,80,2017-01-05,1,Approved,1793.43,248.82,1544.6100000000001
6622,P05911231993,2184,2017-06-01,0,Approved,1061.56,733.58,327.9799999999999
6623,P08631222005,3299,2017-04-08,0,Approved,235.63,125.07,110.56
6624,P05061212001,55,2017-08-14,1,Approved,175.89,131.92,43.97
6625,P03031221994,2498,2017-05-28,1,Approved,1227.34,770.89,456.44999999999993
6626,P07554232006,3090,2017-01-03,0,Approved,1873.97,863.95,1010.02
6627,P09931221994,1581,2017-02-04,0,Approved,1227.34,770.89,456.44999999999993
6628,P01151322007,1205,2017-10-24,0,Approved,1274.93,764.96,509.97
6629,P02021212011,871,2017-03-19,0,Approved,1775.81,1580.47,195.33999999999992
6630,P07761222003,2214,2017-12-03,0,Approved,1769.64,108.76,1660.88
6631,P09041122005,870,2017-05-18,1,Approved,363.01,290.41,72.59999999999997
6632,P04112222012,367,2017-10-20,0,Approved,416.98,312.74,104.24000000000001
6633,P06131121992,62,2017-01-09,1,Approved,71.16,56.93,14.229999999999997
6634,P00211222012,595,2017-05-18,1,Approved,71.49,53.62,17.869999999999997
6635,P08314232015,312,2017-03-30,0,Approved,2083.94,675.03,1408.91
6636,P01261221996,1991,2017-11-18,1,Approved,1231.15,161.6,1069.5500000000002
6637,P04722112006,588,2017-05-20,1,Approved,1720.7,1531.42,189.27999999999997
6638,P09711231994,1902,2017-04-18,0,Approved,202.62,151.96,50.66
6639,P01541122013,374,2017-12-02,1,Approved,958.74,748.9,209.84000000000003
6640,P03611121999,2276,2017-01-25,1,Approved,945.04,507.58,437.46
6641,P09264231993,1691,2017-12-04,1,Approved,1890.39,260.14,1630.25
6642,P03521122008,2438,2017-06-02,0,Approved,1057.51,154.4,903.11
6643,P00321232004,2702,2017-03-05,1,Approved,2091.47,388.92,1702.5499999999997
6644,P00000000,1319,2017-02-22,1,Approved,1776.08,1580.47,195.6099999999999
6645,P04022232003,1004,2017-03-15,1,Approved,1894.19,598.76,1295.43
6646,P00523122003,2699,2017-04-05,0,Approved,574.64,459.71,114.93
6647,P01064222014,320,2017-07-07,0,Approved,1466.68,363.25,1103.43
6648,P05131322012,1996,2017-01-27,0,Approved,2005.66,1203.4,802.26
6649,P07111332011,473,2017-07-01,0,Approved,1842.92,1105.75,737.1700000000001
6650,P05461222003,1477,2017-01-20,1,Approved,1292.84,13.44,1279.3999999999999
6651,P06311221998,3414,2017-03-13,0,Approved,1483.2,99.59,1383.6100000000001
6652,P05051221995,2361,2017-04-08,1,Approved,642.7,211.37,431.33000000000004
6653,P01811222013,3374,2017-07-05,0,Approved,575.27,431.45,143.82
6654,P08561221999,694,2017-05-07,1,Approved,752.64,205.36,547.28
6655,P05232222001,1776,2017-01-05,0,Approved,1280.28,829.51,450.77
6656,P04861222011,3280,2017-07-17,0,Approved,1762.96,950.52,812.44
6657,P00451322003,20,2017-11-01,1,Approved,1129.13,677.48,451.6500000000001
6658,P03332212008,2045,2017-06-15,1,Approved,1810.0,1610.9,199.0999999999999
6659,P01261222004,2188,2017-09-07,1,Approved,1231.15,161.6,1069.5500000000002
6660,P08034121997,607,2017-09-20,0,Cancelled,1073.07,933.84,139.2299999999999
6661,P05232222009,1295,2017-02-05,1,Approved,1280.28,829.51,450.77
6662,P05631222015,577,2017-04-16,0,Approved,183.86,137.9,45.96000000000001
6663,P03461222016,498,2017-11-07,0,Approved,1231.15,161.6,1069.5500000000002
6664,P08642332003,37,2017-05-01,0,Approved,774.53,464.72,309.80999999999995
6665,P06211221993,3408,2017-11-18,0,Approved,478.16,298.72,179.44
6666,P02721121999,329,2017-05-26,1,Approved,1057.51,154.4,903.11
6667,P09711232016,2184,2017-03-19,1,Approved,202.62,151.96,50.66
6668,P09041122002,523,2017-12-12,1,Approved,363.01,290.41,72.59999999999997
6669,P09451232013,636,2017-09-29,1,Approved,1635.3,993.66,641.64
6670,P04631122011,2099,2017-02-05,0,Approved,1793.43,248.82,1544.6100000000001
6671,P03151222006,1250,2017-03-21,0,Approved,230.91,173.18,57.72999999999999
6672,P09451232013,1029,2017-04-13,1,Approved,1635.3,993.66,641.64
6673,P01311222011,2048,2017-01-14,1,Approved,1577.53,826.51,751.02
6674,P07661121991,1483,2017-09-20,0,Approved,642.31,513.85,128.45999999999992
6675,P00000000,1777,2017-09-08,0,Approved,752.36,448.8999999999999,303.4600000000001
6676,P01261222004,1886,2017-12-24,1,Approved,1231.15,161.6,1069.5500000000002
6677,P06211221998,1979,2017-08-12,0,Approved,478.16,298.72,179.44
6678,P05051221995,1718,2017-07-09,0,Approved,642.7,211.37,431.33000000000004
6679,P07941221997,1315,2017-10-04,1,Approved,1555.58,818.01,737.5699999999999
6680,P04522122004,1942,2017-05-21,1,Approved,980.37,234.43,745.94
6681,P05522231997,2194,2017-10-20,0,Approved,1894.19,598.76,1295.43
6682,P00631322003,3433,2017-11-23,0,Approved,227.88,136.73,91.15
6683,P09261211991,1464,2017-08-06,1,Approved,1415.01,1259.36,155.6500000000001
6684,P05061212001,3141,2017-10-21,1,Approved,175.89,131.92,43.97
6685,P05232222015,1454,2017-06-09,0,Approved,1280.28,829.51,450.77
6686,P02211222016,640,2017-12-03,0,Approved,575.27,431.45,143.82
6687,P09331322006,936,2017-05-03,0,Approved,1458.17,874.9,583.2700000000001
6688,P01811222009,2052,2017-01-26,1,Approved,575.27,431.45,143.82
6689,P05764231991,1274,2017-01-24,0,Approved,1890.39,260.14,1630.25
6690,P07241221997,2840,2017-05-18,0,Approved,360.4,270.3,90.09999999999997
6691,P02261221993,419,2017-09-16,1,Approved,60.34,45.26,15.080000000000005
6692,P09662112002,1957,2017-06-03,0,Approved,1172.78,1043.77,129.01
6693,P07461222006,2773,2017-06-15,0,Approved,1228.07,400.91,827.1599999999999
6694,P04232212008,1812,2017-03-07,0,Approved,1810.0,1610.9,199.0999999999999
6695,P01421211996,2484,2017-06-06,1,Approved,1386.84,1234.29,152.54999999999995
6696,P05351322007,267,2017-08-22,1,Approved,1274.93,764.96,509.97
6697,P01121212010,1039,2017-06-02,1,Approved,1775.81,1580.47,195.33999999999992
6698,P06421232015,1119,2017-08-01,0,Approved,1469.44,596.55,872.8900000000001
6699,P00022222012,3126,2017-08-02,0,Approved,533.51,400.13,133.38
6700,P05961212003,2419,2017-02-18,0,Approved,1415.01,1259.36,155.6500000000001
6701,P09662111994,2381,2017-11-05,0,Approved,1172.78,1043.77,129.01
6702,P05961212002,2512,2017-05-04,0,Approved,1415.01,1259.36,155.6500000000001
6703,P05331221997,1629,2017-10-05,0,Approved,795.34,101.58,693.76
6704,P02261221991,2872,2017-05-18,1,Approved,60.34,45.26,15.080000000000005
6705,P07241222016,12,2017-09-04,1,Approved,360.4,270.3,90.09999999999997
6706,P03521121994,2354,2017-05-31,1,Approved,1057.51,154.4,903.11
6707,P00252112010,2266,2017-12-01,1,Approved,590.26,525.33,64.92999999999995
6708,P01711322010,2527,2017-09-12,0,Approved,1024.66,614.8,409.8600000000001
6709,P04022231998,2770,2017-11-30,1,Approved,1894.19,598.76,1295.43
6710,P04311221997,1505,2017-03-31,1,Approved,1151.96,649.49,502.47
6711,P04141122005,1667,2017-01-14,0,Approved,958.74,748.9,209.84000000000003
6712,P08241322015,3357,2017-11-25,0,Approved,1148.64,689.18,459.46000000000015
6713,P08452222011,1706,2017-10-08,0,Approved,792.9,594.68,198.22000000000003
6714,P09922112006,2130,2017-07-31,0,Approved,1720.7,1531.42,189.27999999999997
6715,P03521122011,1723,2017-02-05,0,Approved,1057.51,154.4,903.11
6716,P08034122013,2212,2017-06-21,0,Approved,1073.07,933.84,139.2299999999999
